model,variable,name,yaml
UKESM1-0-LL,"['co3satarag', 'tsl', 'sndmasssnf', 'pfull', 'wmo', 'photo1d', 'expc', 'phydiat', 'tasmax', 'intppmisc', 'od550lt1aer', 'hurs', 'cVeg', 'emidust', 'mrros', 'epcalc100', 'chldiat', 'rsutcsaf', 'evs', 'rsdt', 'thkcello', 'sisnmass', 'sithick', 'gpp', 'no3', 'co3', 'zg', 'co3satcalc', 'dfeos', 'cfc12global', 'rsut', 'fgo2', 'limirrdiat', 'intpoc', 'huss', 'phymisc', 'dissic', 'masscello', 'cSoil', 'sfcWindmax', 'zostoga', 'wo', 'prra', 'ch4', 'hur', 'od550aer', 'si', 'ta850', 'emidms', 'evspsblveg', 'masso', 'ficeberg', 'psl', 'lai', 'basin', 'detoc', 'chlmiscos', 'cfc11', 'rsdo', 'rlds', 'grassFrac', 'ptp', 'pbo', 'cRoot', 'sitimefrac', 'areacella', 'soga', 'simass', 'prsn', 'cfc11global', 'chldiatos', 'rsutcs', 'no3os', 'hfy', 'wa', 'sfcWind', 'siu', 'sios', 'tasmin', 'evspsblsoi', 'sispeed', 'rlus', 'dpco2', 'albisccp', 'clivi', 'wtem', 'agessc', 'mrsol', 'epfz', 'tosga', 'co', 'spco2', 'snc', 'zos', 'tran', 'cLeaf', 'talk', 'utendepfd', 'o3prod', 'obvfsq', 'o2sat', 'wfo', 'no2', 'cli', 'vas', 'sftof', 'clt', 'rsds', 'volo', 'hus', 'evspsblpot', 'mrsofc', 'so', 'cSoilMedium', 'siconca', 'uas', 'tauuo', 'n2oglobal', 'pr', 'sisnconc', 'hfds', 'ph', 'tropoz', 'o3loss', 'mlotst', 'froc', 'msftyzmpa', 'tauvo', 'va', 'vo', 'uo', 'npp', 'zsatarag', 'sosga', 'sos', 'mrsos', 'lossco', 'phycos', 'epfe100', 'vtem', 'rsdscs', 'intppdiat', 'sitemptop', 'clw', 'toz', 'umo', 'intdic', 'mmrss', 'epsi100', 'sftlf', 'ua', 'thetao', 'hfss', 'mmrdust', 'mmrso4', 'rtmt', 'rh', 'cdnc', 'rsutaf', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'limirrmisc', 'cSoilFast', 'vmo', 'snw', 'rlutcsaf', 'o3', 'cl', 'cProduct', 'hfbasin', 'tas', 'rlutaf', 'mmrbc', 'dfe', 'fgco2', 'fric', 'emilnox', 'siconc', 'o2', 'orog', 'chl', 'sivol', 'abs550aer', 'fsfe', 'epc100', 'ch4global', 'epp100', 'rsus', 'utendogw', 'tauv', 'rldscs', 'sisnthick', 'phyc', 'hfgeou', 'rsuscs', 'thetaoga', 'chlos', 'intpp', 'wap', 'od870aer', 'hfls', 'rlut', 'deptho', 'areacello', 'mmroa', 'clwvi', 'utendnogw', 'volcello', 'prw', 'cod', 'so2', 'siv', 'epfy', 'epn100', 'ts', 'ps', 'no', 'mrso', 'evspsbl', 'co2mass', 'rlutcs', 'lossch4', 'po4', 'hfx', 'zooc', 'nbp', 'ra', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
EC-Earth3,"['sndmasssnf', 'tsl', 'tasmax', 'hurs', 'mrros', 'bigthetaoga', 'prc', 'thkcello', 'sisnmass', 'sithick', 'zg', 'rsut', 'huss', 'masscello', 'sfcWindmax', 'zostoga', 'wo', 'hur', 'ta850', 'masso', 'ficeberg', 'psl', 'basin', 'rlds', 'sitimefrac', 'areacella', 'soga', 'simass', 'prsn', 'hursmax', 'bigthetao', 'slthick', 'rsutcs', 'hfy', 'fsitherm', 'sfcWind', 'siu', 'tasmin', 'sispeed', 'rlus', 'clivi', 'mrsol', 'tosga', 'snc', 'zos', 'obvfsq', 'wfo', 'vas', 'sftof', 'cli', 'clt', 'rsds', 'volo', 'hus', 'so', 'siconca', 'rsntds', 'uas', 'sfdsi', 'tauuo', 'pr', 'hfds', 'mlotst', 'tauvo', 'va', 'vo', 'uo', 'sosga', 'sos', 'mrsos', 'rsdscs', 'sitemptop', 'clw', 'umo', 'sftlf', 'ua', 'thetao', 'hfss', 'rtmt', 'sbl', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'tdps', 'vmo', 'snw', 'cl', 'hfbasin', 'tas', 'siconc', 'orog', 'sivol', 'rsus', 'tauv', 'rldscs', 'sisnthick', 'hfgeou', 'rsuscs', 'thetaoga', 'hursmin', 'wap', 'hfls', 'rlut', 'areacello', 'deptho', 'clwvi', 'prw', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'hfx', 'rlutcs', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
EC-Earth3-Veg,"['sndmasssnf', 'wmo', 'vegFrac', 'tasmax', 'hurs', 'cVeg', 'mrros', 'bigthetaoga', 'prc', 'thkcello', 'sisnmass', 'sithick', 'gpp', 'zg', 'rsut', 'huss', 'masscello', 'cSoil', 'sfcWindmax', 'zostoga', 'hur', 'evspsblveg', 'lai', 'ficeberg', 'psl', 'basin', 'rlds', 'grassFrac', 'sitimefrac', 'areacella', 'simass', 'soga', 'prsn', 'hursmax', 'slthick', 'fsitherm', 'sfcWind', 'siu', 'tasmin', 'evspsblsoi', 'sispeed', 'rlus', 'cLitter', 'clivi', 'mrsol', 'tosga', 'zos', 'tran', 'wfo', 'vas', 'sftof', 'clt', 'rsds', 'fracInLut', 'hus', 'so', 'siconca', 'rsntds', 'uas', 'sfdsi', 'prveg', 'tauuo', 'pr', 'hfds', 'mlotst', 'treeFrac', 'tauvo', 'va', 'vo', 'uo', 'npp', 'sosga', 'sos', 'mrsos', 'rsdscs', 'sitemptop', 'umo', 'shrubFrac', 'sftlf', 'ua', 'thetao', 'hfss', 'rtmt', 'cropFrac', 'tauu', 'ta', 'mrro', 'baresoilFrac', 'tos', 'vmo', 'snw', 'cProduct', 'hfbasin', 'tas', 'siconc', 'sivol', 'rsus', 'tauv', 'rldscs', 'sisnthick', 'hfgeou', 'rsuscs', 'thetaoga', 'hursmin', 'wap', 'hfls', 'rlut', 'areacello', 'deptho', 'clwvi', 'prw', 'siv', 'ts', 'ps', 'fracOutLut', 'mrso', 'evspsbl', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
FGOALS-f3-L,"['tsl', 'wmo', 'sndmasssnf', 'tasmax', 'hurs', 'thkcello', 'sisnmass', 'zg', 'rsut', 'msftmz', 'huss', 'masscello', 'wo', 'hur', 'evspsblveg', 'psl', 'rlds', 'sitimefrac', 'soga', 'prsn', 'rsutcs', 'sfcWind', 'siu', 'tasmin', 'evspsblsoi', 'rlus', 'clivi', 'tosga', 'zos', 'wfo', 'vas', 'cli', 'clt', 'rsds', 'hus', 'so', 'rsntds', 'uas', 'prveg', 'tauuo', 'pr', 'sisnconc', 'hfds', 'mlotst', 'tauvo', 'va', 'vo', 'uo', 'sosga', 'sos', 'sitemptop', 'clw', 'umo', 'ua', 'thetao', 'hfss', 'tauu', 'ta', 'mrro', 'tos', 'vmo', 'cl', 'vsf', 'hfbasin', 'tas', 'siconc', 'orog', 'sivol', 'rsus', 'tauv', 'rldscs', 'sisnthick', 'rsuscs', 'thetaoga', 'wap', 'hfls', 'rlut', 'deptho', 'areacello', 'clwvi', 'volcello', 'rlntds', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'rlutcs', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
CanESM5,"['co3satarag', 'dissicnat', 'tsl', 'wmo', 'psitem', 'utendwtem', 'tasmax', 'cVeg', 'hurs', 'mrros', 'epcalc100', 'sf6', 'evs', 'prc', 'thkcello', 'gpp', 'sisnmass', 'no3', 'sithick', 'co3', 'zg', 'co3satcalc', 'ci', 'zo2min', 'fgo2', 'rsut', 'msftmz', 'intpoc', 'huss', 'dissic', 'cSoil', 'difvho', 'spco2nat', 'sfcWindmax', 'zostoga', 'dissicnatos', 'wo', 'prra', 'hur', 'od550aer', 'ta850', 'evspsblveg', 'detoc', 'lai', 'psl', 'cfc11', 'rsdo', 'pon', 'rlds', 'grassFrac', 'pbo', 'cRoot', 'rsdoabsorb', 'areacella', 'sitimefrac', 'simass', 'prsn', 'hursmax', 'difvso', 'sci', 'no3os', 'rsutcs', 'fgco2nat', 'sfcWind', 'siu', 'osaltpadvect', 'nbp', 'tasmin', 'opottempdiff', 'evspsblsoi', 'sispeed', 'rlus', 'dpco2', 'phnat', 'cLitter', 'clivi', 'wtem', 'agessc', 'mrsol', 'tosga', 'epfz', 'spco2abio', 'spco2', 'snc', 'zos', 'tran', 'cLeaf', 'talk', 'zoocos', 'utendepfd', 'obvfsq', 'pp', 'o2sat', 'wfo', 'vas', 'sftof', 'utendvtem', 'cli', 'phnatos', 'clt', 'rsds', 'hus', 'so', 'rsntds', 'siconca', 'uas', 'prveg', 'tauuo', 'pr', 'sisnconc', 'hfds', 'ph', 'mlotst', 'treeFrac', 'tauvo', 'va', 'vo', 'uo', 'npp', 'zsatarag', 'sos', 'mrsos', 'phycos', 'vtem', 'rsdscs', 'sitemptop', 'clw', 'umo', 'intdic', 'ccb', 'sftlf', 'ua', 'thetao', 'osaltrmadvect', 'hfss', 'co3nat', 'rtmt', 'rh', 'sbl', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'phyn', 'osaltdiff', 'limirrmisc', 'dissicabio', 'vmo', 'snw', 'sftgif', 'cl', 'hfbasin', 'tas', 'opottempmint', 'fgco2', 'osaltpmdiff', 'siconc', 'o2', 'orog', 'chl', 'diftrblo', 'epc100', 'somint', 'rsus', 'utendogw', 'phos', 'fgco2abio', 'tauv', 'phyc', 'sisnthick', 'opottemppadvect', 'rldscs', 'cfc12', 'rsuscs', 'chlos', 'hursmin', 'intpp', 'wap', 'hfls', 'opottemptend', 'deptho', 'areacello', 'rlut', 'clwvi', 'volcello', 'prw', 'epn100', 'siv', 'epfy', 'ts', 'ps', 'mrso', 'evspsbl', 'cct', 'opottemprmadvect', 'o2min', 'opottemppmdiff', 'rlutcs', 'rsdsdiff', 'zooc', 'osalttend', 'ra', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
CanESM5-CanOE,"['co3satarag', 'tsl', 'wmo', 'phydiat', 'tasmax', 'intppmisc', 'hurs', 'cVeg', 'calc', 'mrros', 'epcalc100', 'chldiat', 'dcalc', 'evs', 'rsdt', 'thkcello', 'co3', 'gpp', 'no3', 'sisnmass', 'bfe', 'co3satcalc', 'zg', 'ci', 'zo2min', 'dfeos', 'fgo2', 'rsut', 'intpoc', 'msftmz', 'huss', 'phymisc', 'dissic', 'cSoil', 'difvho', 'zostoga', 'wo', 'phymiscos', 'prra', 'hur', 'od550aer', 'evspsblveg', 'detoc', 'lai', 'psl', 'chlmiscos', 'rsdo', 'pon', 'rlds', 'grassFrac', 'pbo', 'rsdoabsorb', 'areacella', 'sitimefrac', 'simass', 'prsn', 'difvso', 'ppdiat', 'chldiatos', 'sci', 'rsutcs', 'no3os', 'pbfe', 'sfcWind', 'siu', 'osaltpadvect', 'nbp', 'zmicro', 'opottempdiff', 'evspsblsoi', 'tasmin', 'sispeed', 'nh4os', 'rlus', 'dpco2', 'cLitter', 'clivi', 'wtem', 'agessc', 'mrsol', 'ppmisc', 'epfz', 'tosga', 'spco2', 'zos', 'tran', 'cLeaf', 'talk', 'zoocos', 'utendepfd', 'obvfsq', 'pp', 'phyfe', 'o2sat', 'wfo', 'vas', 'sftof', 'phydiatos', 'clt', 'rsds', 'hus', 'so', 'rsntds', 'siconca', 'uas', 'prveg', 'tauuo', 'pr', 'sisnconc', 'hfds', 'ph', 'mlotst', 'nh4', 'tauvo', 'vo', 'va', 'uo', 'npp', 'zsatarag', 'sos', 'mrsos', 'phycos', 'vtem', 'rsdscs', 'intppdiat', 'pcalc', 'sitemptop', 'umo', 'intdic', 'ccb', 'zmeso', 'sftlf', 'ua', 'thetao', 'osaltrmadvect', 'hfss', 'rtmt', 'sbl', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'phyn', 'osaltdiff', 'fediss', 'vmo', 'snw', 'sftgif', 'hfbasin', 'tas', 'fgco2', 'dfe', 'opottempmint', 'osaltpmdiff', 'graz', 'o2', 'orog', 'siconc', 'chl', 'diftrblo', 'epc100', 'somint', 'rsus', 'phos', 'rldscs', 'phyc', 'sisnthick', 'chlmisc', 'opottemppadvect', 'tauv', 'rsuscs', 'chlos', 'intpp', 'wap', 'hfls', 'opottemptend', 'rlut', 'areacello', 'deptho', 'clwvi', 'volcello', 'prw', 'epn100', 'siv', 'epfy', 'ts', 'ps', 'mrso', 'evspsbl', 'cct', 'opottemprmadvect', 'o2min', 'opottemppmdiff', 'rlutcs', 'zooc', 'osalttend', 'ra', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
INM-CM4-8,"['tasmax', 'cVeg', 'hurs', 'mrros', 'evs', 'prc', 'gpp', 'zg', 'siarean', 'rsut', 'msftmz', 'huss', 'sfcWindmax', 'zostoga', 'prra', 'hur', 'od550aer', 'evspsblveg', 'lai', 'tntrs', 'psl', 'rlds', 'grassFrac', 'pbo', 'areacella', 'tntnogw', 'simass', 'soga', 'prsn', 'hursmax', 'tntrl', 'sci', 'rsutcs', 'sfcWind', 'tasmin', 'siextentn', 'evspsblsoi', 'rlus', 'clivi', 'epfz', 'tosga', 'rootd', 'zos', 'vas', 'clt', 'rsds', 'mrsofc', 'hus', 'so', 'uas', 'tntscp', 'pr', 'tntc', 'vo', 'va', 'uo', 'npp', 'sosga', 'sos', 'mrsos', 'rsdscs', 'mmrss', 'sftlf', 'ua', 'thetao', 'hfss', 'mmrdust', 'mmrso4', 'rtmt', 'sbl', 'tauu', 'ta', 'mrro', 'tos', 'snw', 'sftgif', 'tas', 'fgco2', 'mmrbc', 'siconc', 'orog', 'rsus', 'utendogw', 'tauv', 'rldscs', 'rsuscs', 'thetaoga', 'hursmin', 'wap', 'hfls', 'rlut', 'areacello', 'utendnogw', 'clwvi', 'siareas', 'mmroa', 'prw', 'epfy', 'ts', 'ps', 'mrso', 'evspsbl', 'tntogw', 'tntmp', 'rlutcs', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
INM-CM5-0,"['tasmax', 'hurs', 'cVeg', 'mrros', 'evs', 'prc', 'gpp', 'zg', 'siarean', 'ci', 'rsut', 'msftmz', 'huss', 'sfcWindmax', 'zostoga', 'prra', 'hur', 'od550aer', 'evspsblveg', 'lai', 'psl', 'tntrs', 'rlds', 'grassFrac', 'pbo', 'areacella', 'tntnogw', 'simass', 'soga', 'prsn', 'hursmax', 'tntrl', 'sci', 'rsutcs', 'sfcWind', 'tasmin', 'siextentn', 'evspsblsoi', 'rlus', 'clivi', 'epfz', 'tosga', 'rootd', 'zos', 'vas', 'clt', 'rsds', 'mrsofc', 'hus', 'so', 'uas', 'tntscp', 'pr', 'tntc', 'va', 'vo', 'uo', 'npp', 'sosga', 'sos', 'mrsos', 'rsdscs', 'mmrss', 'sftlf', 'ua', 'thetao', 'hfss', 'mmrdust', 'mmrso4', 'rtmt', 'sbl', 'tauu', 'ta', 'mrro', 'tos', 'snw', 'sftgif', 'tas', 'fgco2', 'mmrbc', 'siconc', 'orog', 'rsus', 'utendogw', 'tauv', 'rldscs', 'rsuscs', 'thetaoga', 'hursmin', 'wap', 'hfls', 'rlut', 'areacello', 'utendnogw', 'clwvi', 'mmroa', 'siareas', 'prw', 'epfy', 'ts', 'ps', 'mrso', 'evspsbl', 'tntogw', 'tntmp', 'rlutcs', 'ra', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
NESM3,"['so', 'sitimefrac', 'cl', 'uas', 'prsn', 'tas', 'tasmax', 'tauuo', 'pr', 'hfds', 'mlotst', 'siconc', 'rsutcs', 'tauvo', 'va', 'vo', 'uo', 'rsus', 'sfcWind', 'prc', 'sos', 'siu', 'tauv', 'tasmin', 'rldscs', 'sithick', 'sisnthick', 'rsdscs', 'zg', 'rlus', 'rsuscs', 'sitemptop', 'clw', 'rsut', 'clivi', 'wap', 'ua', 'hfls', 'thetao', 'rlut', 'hfss', 'clwvi', 'wo', 'prw', 'siv', 'hur', 'tauu', 'ts', 'ps', 'ta', 'zos', 'evspsbl', 'psl', 'tos', 'wfo', 'vas', 'rlutcs', 'cli', 'rlds', 'clt', 'rsds', 'hus', 'rsdt']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
MPI-ESM-1-2-HAM,"['tsl', 'wmo', 'sndmasssnf', 'vegFrac', 'expc', 'tasmax', 'fbddtdisi', 'cVeg', 'hurs', 'calc', 'mrros', 'epcalc100', 'pbsi', 'remoc', 'dcalc', 'expsi', 'rsdt', 'thkcello', 'gpp', 'sisnmass', 'no3', 'sithick', 'co3', 'bfe', 'zg', 'siarean', 'co3satcalc', 'zo2min', 'dfeos', 'fgo2', 'rsut', 'msftmz', 'intpoc', 'huss', 'phymisc', 'dissic', 'masscello', 'cSoil', 'difvho', 'sfcWindmax', 'fco2nat', 'zostoga', 'wo', 'pop', 'dissoc', 'bddtdic', 'dissocos', 'bsi', 'hur', 'ta850', 'si', 'od550aer', 'ppdiaz', 'sivols', 'lai', 'detoc', 'basin', 'tntrs', 'psl', 'bddtdife', 'pon', 'rlds', 'grassFrac', 'pbo', 'rsdoabsorb', 'frfe', 'areacella', 'soga', 'simass', 'fddtdic', 'sitimefrac', 'prsn', 'hursmax', 'difvso', 'tntrl', 'phydiaz', 'no3os', 'rsutcs', 'hfy', 'difvmo', 'chldiaz', 'pbfe', 'fsitherm', 'fddtdisi', 'sfcWind', 'phyp', 'siu', 'osaltpadvect', 'tasmin', 'opottempdiff', 'bddtdin', 'siextentn', 'sispeed', 'rlus', 'dpco2', 'cLitter', 'clivi', 'agessc', 'mrsol', 'ppmisc', 'tosga', 'bddtdip', 'expcalc', 'fbddtalk', 'ocfriver', 'rootd', 'spco2', 'fbddtdife', 'zos', 'talk', 'pp', 'phyfe', 'o2sat', 'wfo', 'vas', 'sftof', 'cli', 'dpo2', 'clt', 'rsds', 'fracInLut', 'hus', 'volo', 'mrsofc', 'so', 'sivoln', 'rsntds', 'siconca', 'uas', 'sfdsi', 'tntscp', 'tauuo', 'pr', 'sisnconc', 'hfds', 'bddtalk', 'cSoilLut', 'icfriver', 'ph', 'mlotst', 'tropoz', 'froc', 'tntc', 'treeFrac', 'tauvo', 'va', 'vo', 'uo', 'npp', 'zooc', 'sosga', 'sos', 'fddtdip', 'fddtdin', 'fbddtdin', 'mrsos', 'phycos', 'rsdscs', 'pcalc', 'sitemptop', 'toz', 'clw', 'umo', 'shrubFrac', 'epsi100', 'bddtdisi', 'sftlf', 'ua', 'thetao', 'osaltrmadvect', 'ppos', 'hfss', 'residualFrac', 'cropFrac', 'tauu', 'fddtdife', 'ta', 'mrro', 'msftbarot', 'baresoilFrac', 'tos', 'phyn', 'osaltdiff', 'tdps', 'cLitterLut', 'vmo', 'snw', 'o3', 'sftgif', 'cl', 'cProduct', 'hfbasin', 'tas', 'fgco2', 'dfe', 'opottempmint', 'fric', 'osaltpmdiff', 'graz', 'o2', 'intppdiaz', 'siconc', 'chl', 'fbddtdip', 'orog', 'sivol', 'fsfe', 'epc100', 'somint', 'rsus', 'rldscs', 'phyc', 'tauv', 'opottemppadvect', 'sisnthick', 'fddtalk', 'rsuscs', 'thetaoga', 'hursmin', 'intpp', 'msftmzmpa', 'wap', 'hfls', 'opottemptend', 'cVegLut', 'deptho', 'areacello', 'rlut', 'siareas', 'volcello', 'clwvi', 'prw', 'siv', 'ts', 'ps', 'fracOutLut', 'mrso', 'evspsbl', 'cct', 'tntmp', 'opottemprmadvect', 'o2min', 'fbddtdic', 'opottemppmdiff', 'co2mass', 'po4', 'rlutcs', 'frn', 'osalttend', 'fsn', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
CAMS-CSM1-0,"['so', 'sndmasssnf', 'cl', 'simass', 'areacella', 'siconca', 'tsl', 'uas', 'tas', 'tasmax', 'tauuo', 'pr', 'hfds', 'mrros', 'siconc', 'mlotst', 'orog', 'sivol', 'rsutcs', 'tauvo', 'va', 'vo', 'uo', 'rsus', 'sfcWind', 'rsdt', 'siu', 'thkcello', 'mrsos', 'sisnthick', 'evspsblsoi', 'zg', 'rlus', 'sitemptop', 'clw', 'rsut', 'clivi', 'wap', 'sftlf', 'ua', 'hfls', 'thetao', 'rlut', 'areacello', 'deptho', 'clwvi', 'hfss', 'wo', 'prw', 'siv', 'hur', 'zos', 'ts', 'ps', 'ta', 'mrro', 'lai', 'tran', 'evspsblveg', 'psl', 'mrso', 'tos', 'vas', 'rlutcs', 'rlds', 'cli', 'clt', 'rsds', 'hus', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
MPI-ESM1-2-LR,"['sndmasssnf', 'wmo', 'tsl', 'vegFrac', 'expc', 'tasmax', 'hurs', 'fbddtdisi', 'cVeg', 'calc', 'mrros', 'epcalc100', 'pbsi', 'remoc', 'dcalc', 'expsi', 'rsdt', 'thkcello', 'sisnmass', 'sithick', 'no3', 'co3', 'gpp', 'bfe', 'zg', 'siarean', 'co3satcalc', 'zo2min', 'dfeos', 'fgo2', 'rsut', 'msftmz', 'intpoc', 'huss', 'phymisc', 'dissic', 'masscello', 'difvho', 'cSoil', 'sfcWindmax', 'fco2nat', 'zostoga', 'pop', 'wo', 'dissoc', 'bddtdic', 'dissocos', 'bsi', 'hur', 'od550aer', 'si', 'ta850', 'ppdiaz', 'sivols', 'lai', 'detoc', 'basin', 'psl', 'tntrs', 'bddtdife', 'pon', 'rlds', 'grassFrac', 'pbo', 'rsdoabsorb', 'areacella', 'frfe', 'simass', 'soga', 'fddtdic', 'sitimefrac', 'prsn', 'hursmax', 'difvso', 'tntrl', 'phydiaz', 'rsutcs', 'no3os', 'intdoc', 'hfy', 'difvmo', 'chldiaz', 'pbfe', 'fddtdisi', 'sfcWind', 'phyp', 'siu', 'fsitherm', 'osaltpadvect', 'tasmin', 'siextentn', 'opottempdiff', 'bddtdin', 'sispeed', 'rlus', 'dpco2', 'cLitter', 'clivi', 'agessc', 'mrsol', 'ppmisc', 'tosga', 'bddtdip', 'expcalc', 'fbddtalk', 'rootd', 'ocfriver', 'spco2', 'frn', 'fbddtdife', 'zos', 'talk', 'obvfsq', 'pp', 'phyfe', 'o2sat', 'wfo', 'vas', 'sftof', 'cli', 'dpo2', 'clt', 'rsds', 'fracInLut', 'hus', 'volo', 'mrsofc', 'so', 'sivoln', 'siconca', 'rsntds', 'uas', 'sfdsi', 'tntscp', 'tauuo', 'pr', 'sisnconc', 'hfds', 'bddtalk', 'cSoilLut', 'ph', 'icfriver', 'mlotst', 'froc', 'tntc', 'treeFrac', 'tauvo', 'vo', 'va', 'uo', 'npp', 'sosga', 'sos', 'fddtdin', 'fddtdip', 'fbddtdin', 'mrsos', 'phycos', 'rsdscs', 'sitemptop', 'pcalc', 'clw', 'umo', 'shrubFrac', 'intdic', 'epsi100', 'bddtdisi', 'sftlf', 'ua', 'thetao', 'osaltrmadvect', 'ppos', 'hfss', 'residualFrac', 'cropFrac', 'tauu', 'fddtdife', 'ta', 'mrro', 'msftbarot', 'baresoilFrac', 'tos', 'phyn', 'osaltdiff', 'tdps', 'cLitterLut', 'vmo', 'snw', 'o3', 'sftgif', 'cl', 'cProduct', 'hfbasin', 'tas', 'fgco2', 'dfe', 'opottempmint', 'fric', 'osaltpmdiff', 'siconc', 'graz', 'orog', 'o2', 'chl', 'fbddtdip', 'sivol', 'intppdiaz', 'fsfe', 'epc100', 'somint', 'rsus', 'tauv', 'phyc', 'sisnthick', 'opottemppadvect', 'rldscs', 'fddtalk', 'chldiazos', 'rsuscs', 'thetaoga', 'chlos', 'hursmin', 'intpp', 'msftmzmpa', 'wap', 'hfls', 'opottemptend', 'cVegLut', 'deptho', 'areacello', 'rlut', 'siareas', 'volcello', 'clwvi', 'prw', 'siv', 'ts', 'ps', 'fracOutLut', 'mrso', 'evspsbl', 'cct', 'tntmp', 'opottemprmadvect', 'o2min', 'fbddtdic', 'opottemppmdiff', 'co2mass', 'rlutcs', 'po4', 'zooc', 'osalttend', 'fsn', 'prc']",google_cmip6,"sources:
  google_cmip6:
    args:
      obj: https://storage.googleapis.com/cmip6/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
