model,variable,name,yaml
EC-Earth3P-HR,"['evspsbl', 'pr']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
HadGEM3-GC31-MM,"['sndmasssnf', 'tsl', 'wmo', 'tasmax', 'hurs', 'mrros', 'rsutcsaf', 'evs', 'rsdt', 'thkcello', 'sisnmass', 'zg', 'rsut', 'huss', 'sfcWindmax', 'zostoga', 'wo', 'prra', 'hur', 'od550aer', 'ta850', 'lai', 'evspsblveg', 'ficeberg', 'psl', 'basin', 'rlds', 'grassFrac', 'pbo', 'sitimefrac', 'areacella', 'soga', 'prsn', 'rsutcs', 'hfy', 'sfcWind', 'siu', 'tasmin', 'evspsblsoi', 'sispeed', 'rlus', 'albisccp', 'clivi', 'wtem', 'tosga', 'epfz', 'zos', 'tran', 'utendepfd', 'wfo', 'vas', 'cli', 'sftof', 'clt', 'rsds', 'volo', 'hus', 'mrsofc', 'so', 'uas', 'tauuo', 'pr', 'sisnconc', 'hfds', 'mlotst', 'tauvo', 'va', 'vo', 'uo', 'sosga', 'sos', 'vtem', 'rsdscs', 'sitemptop', 'clw', 'umo', 'sftlf', 'ua', 'thetao', 'hfss', 'rtmt', 'rsutaf', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'vmo', 'snw', 'rlutcsaf', 'cl', 'hfbasin', 'tas', 'rlutaf', 'siconc', 'orog', 'sivol', 'rsus', 'utendogw', 'tauv', 'rldscs', 'sisnthick', 'hfgeou', 'rsuscs', 'thetaoga', 'wap', 'hfls', 'rlut', 'deptho', 'areacello', 'utendnogw', 'clwvi', 'volcello', 'prw', 'cod', 'siv', 'epfy', 'ts', 'ps', 'mrso', 'evspsbl', 'rlutcs', 'prc']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
HadGEM3-GC31-HM,"['uas', 'tas', 'prsn', 'hurs', 'pr', 'rsutcs', 'va', 'rsus', 'prc', 'tauv', 'vtem', 'zg', 'rlus', 'rsut', 'wtem', 'huss', 'ua', 'hfls', 'rlut', 'hfss', 'prw', 'tauu', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'vas', 'rlds', 'rlutcs', 'clt', 'rsds', 'hus', 'rsdt']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
HadGEM3-GC31-LM,"['uas', 'tas', 'prsn', 'hurs', 'pr', 'rsutcs', 'va', 'rsus', 'prc', 'tauv', 'vtem', 'zg', 'rlus', 'rsut', 'wtem', 'huss', 'ua', 'hfls', 'rlut', 'hfss', 'prw', 'tauu', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'vas', 'rlutcs', 'rlds', 'clt', 'rsds', 'hus', 'rsdt']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
EC-Earth3P,"['evspsbl', 'pr']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
ECMWF-IFS-LR,"['prsn', 'tas', 'uas', 'tasmax', 'pr', 'rsutcs', 'va', 'rsus', 'tauv', 'tasmin', 'zg', 'rlus', 'rsut', 'ua', 'hfls', 'rlut', 'hfss', 'prw', 'tauu', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'vas', 'rlds', 'rlutcs', 'clt', 'rsds', 'hus', 'rsdt']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
ECMWF-IFS-HR,"['prsn', 'tas', 'uas', 'tasmax', 'pr', 'rsutcs', 'va', 'rsus', 'tauv', 'tasmin', 'zg', 'rlus', 'rsut', 'ua', 'hfls', 'rlut', 'hfss', 'prw', 'tauu', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'vas', 'rlutcs', 'rlds', 'clt', 'rsds', 'hus', 'rsdt']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
HadGEM3-GC31-LL,"['tsl', 'wmo', 'sndmasssnf', 'tasmax', 'hurs', 'mrros', 'rsutcsaf', 'rsdt', 'thkcello', 'sisnmass', 'sithick', 'zg', 'rsut', 'huss', 'masscello', 'sfcWindmax', 'zostoga', 'wo', 'prra', 'hur', 'ta850', 'od550aer', 'masso', 'lai', 'evspsblveg', 'ficeberg', 'psl', 'basin', 'rsdo', 'rlds', 'grassFrac', 'pbo', 'areacella', 'sitimefrac', 'soga', 'simass', 'prsn', 'rsutcs', 'hfy', 'sfcWind', 'siu', 'tasmin', 'evspsblsoi', 'sispeed', 'rlus', 'albisccp', 'clivi', 'wtem', 'agessc', 'mrsol', 'epfz', 'tosga', 'snc', 'zos', 'tran', 'utendepfd', 'obvfsq', 'wfo', 'vas', 'cli', 'sftof', 'clisccp', 'clt', 'rsds', 'volo', 'hus', 'evspsblpot', 'mrsofc', 'so', 'siconca', 'uas', 'tauuo', 'pr', 'sisnconc', 'hfds', 'mlotst', 'msftyzmpa', 'tauvo', 'va', 'vo', 'uo', 'sosga', 'sos', 'mrsos', 'vtem', 'rsdscs', 'sitemptop', 'clw', 'umo', 'mmrss', 'sftlf', 'ua', 'thetao', 'hfss', 'mmrdust', 'mmrso4', 'rtmt', 'rsutaf', 'tauu', 'ta', 'mrro', 'msftbarot', 'tos', 'vmo', 'snw', 'rlutcsaf', 'cl', 'hfbasin', 'tas', 'rlutaf', 'mmrbc', 'siconc', 'orog', 'sivol', 'rsus', 'utendogw', 'tauv', 'rldscs', 'sisnthick', 'hfgeou', 'rsuscs', 'thetaoga', 'wap', 'hfls', 'rlut', 'areacello', 'deptho', 'utendnogw', 'clwvi', 'volcello', 'mmroa', 'prw', 'cod', 'siv', 'epfy', 'ts', 'ps', 'mrso', 'evspsbl', 'rlutcs', 'prc']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
CMCC-CM2-VHR4,"['uas', 'tas', 'prsn', 'hurs', 'pr', 'va', 'rsus', 'tauv', 'zg', 'rlus', 'rsut', 'huss', 'ua', 'hfls', 'hfss', 'prw', 'tauu', 'ts', 'ps', 'ta', 'evspsbl', 'psl', 'vas', 'rlds', 'clt', 'rsds', 'hus', 'rsdt']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
GFDL-CM4,"['tsl', 'psitem', 'wmo', 'dryso2', 'emidust', 'mrros', 'dcalc', 'cheaqpso4', 'rsutcsaf', 'co3', 'co3satcalc', 'fgo2', 'sfcWindmax', 'loadso4', 'zostoga', 'pso', 'dryso4', 'chepsoa', 'hur', 'lai', 'snd', 'ptp', 'rsucs', 'pbo', 'tntrscs', 'prsn', 'cfc11global', 'lwp', 'mlotstsq', 'tntrl', 'intpbp', 'wetss', 'od440aer', 'snc', 'bldep', 'tran', 'talk', 'emiso4', 'mrsofc', 'wetso4', 'tob', 'hfds', 'bddtalk', 'pastureFrac', 'tntc', 'treeFrac', 'clcalipso', 'uo', 'sosga', 'vtendnogw', 'mmrss', 'sftlf', 'loadsoa', 'wetso2', 'wetdust', 'tntrlcs', 'o3', 'sftgif', 'chegpso4', 'dfe', 'abs550aer', 'ch4global', 'phyc', 'evu', 'clwvi', 'emioa', 'prw', 'epfy', 'cct', 'tntmp', 'emibc', 'rlutcs', 'oh', 'loadpoa', 'hurs', 'mlotstmax', 'wap500', 'evs', 'snm', 'ci', 'rsut', 'huss', 'dissic', 'phalf', 'dissoc', 'edt', 'masso', 'psl', 'basin', 'hfdsn', 'od550ss', 'rsd', 'wetbc', 'msftyrho', 'sispeed', 'rlus', 'cldnvi', 'clcalipsoice', 'pp', 'wfo', 'vas', 'tnhusmp', 'so', 'tnhus', 'clwmodis', 'dryss', 'tauuo', 'hcfc22global', 'pr', 'zg500', 'tauvo', 'va', 'vo', 'expfe', 'clw', 'ua', 'mmrso4', 'airmass', 'mrro', 'tos', 'snw', 'cl', 'clhcalipso', 'mmrbc', 'loadbc', 'o2', 'sivol', 'cfc12', 'hursmin', 'wap', 'rsu', 'od870aer', 'rv850', 'ps', 'co2mass', 'rsdsdiff', 'tntr', 'mmrsoa', 'pfull', 'vegFrac', 'utendwtem', 'tasmax', 'drybc', 'cltc', 'cltisccp', 'treeFracNdlEvg', 'areacellr', 'thkcello', 'sithick', 'zg', 'cfc12global', 'bddtdic', 'dms', 'od550aer', 'evspsblveg', 'tntrs', 'cfc11', 'od550so4', 'grassFrac', 'tossq', 'areacella', 'intpcalcite', 'simass', 'clmcalipso', 'tntnogw', 'hursmax', 'expp', 'rsutcs', 'wa', 'od550oa', 'pbfe', 'phyp', 'siu', 'mmrpm10', 'tasmin', 'cfc113global', 'albisccp', 'msftyz', 'wtem', 'bddtdip', 'loaddust', 'zos', 'utendepfd', 'zossq', 'cli', 'clisccp', 'sftof', 'clt', 'volo', 'hus', 'tnta', 'tnhusa', 'loadss', 'tntscp', 'n2oglobal', 'sisnconc', 'emiss', 'vtem', 'sitemptop', 'pcalc', 'emiso2', 'chepasoa', 'cdnc', 'rsutaf', 'sob', 'ta700', 'ztp', 'fediss', 'tas', 'fgco2', 'graz', 'orog', 'tnhusc', 'chl', 'rsus', 'rldscs', 'sisnthick', 'rsuscs', 'intpbfe', 'dryoa', 'mmrpm2p5', 'hfls', 'deptho', 'areacello', 'rlut', 'mc', 'omldamax', 'utendnogw', 'volcello', 'wetoa', 'so2', 'mrso', 'evspsbl', 'tntogw', 'drydust', 'clmisr', 'po4', 'rsdt', 'prc', 'expc', 'od550lt1aer', 'rsdscsdiff', 'sf6', 'friver', 'remoc', 'od550dust', 'vtendogw', 'tatp', 'cllcalipso', 'sisnmass', 'cltcalipso', 'treeFracBdlEvg', 'od550bc', 'loadoa', 'mrfso', 'reffclwtop', 'emidms', 'cltmodis', 'bddtdife', 'mlotstmin', 'rlds', 'sitimefrac', 'soga', 'parasolRefl', 'sci', 'sfcWind', 'evspsblsoi', 'dpco2', 'clivi', 'epfz', 'expcalc', 'treeFracBdlDcd', 'spco2', 'tntpbl', 'clcalipsoliq', 'utendvtem', 'dpo2', 'rsds', 'uas', 'prveg', 'sossq', 'tslsi', 'climodis', 'icfriver', 'ph', 'mlotst', 'rsdcs', 'sos', 'mrsos', 'rsdscs', 'toz', 'ccb', 'thetao', 'hfss', 'mmrdust', 'rtmt', 'msftyzsmpa', 'cropFrac', 'tauu', 'ta', 'tnt', 'fescav', 'rlutcsaf', 'rlutaf', 'siconc', 'emiaoa', 'fsfe', 'utendogw', 'tauv', 'hfgeou', 'thetaoga', 'intpp', 'mmroa', 'mmrpm1', 'siv', 'ts', 'mfo', 'tnhusscp', 'tnhuspbl']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
GFDL-AM4,"['cl', 'pfull', 'uas', 'tas', 'prsn', 'tasmax', 'tntscp', 'hurs', 'pr', 'lwp', 'rsdscsdiff', 'tntrl', 'tnhusc', 'sci', 'tntc', 'rsutcs', 'va', 'tnhusa', 'rsus', 'sfcWind', 'rsdt', 'rldscs', 'tasmin', 'tauv', 'rsdscs', 'zg', 'rsuscs', 'ci', 'rlus', 'tntrscs', 'clw', 'rsut', 'clivi', 'wap', 'huss', 'ua', 'hfls', 'rlut', 'clwvi', 'hfss', 'rtmt', 'prw', 'hur', 'tntpbl', 'ts', 'ps', 'ta', 'tauu', 'evspsbl', 'tntrs', 'cct', 'tntmp', 'psl', 'tntrlcs', 'vas', 'cli', 'rlds', 'rlutcs', 'rsdsdiff', 'tnhusscp', 'tnhuspbl', 'tnhusmp', 'clt', 'rsds', 'tnta', 'hus', 'o3', 'prc']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
IPSL-CM6A-LR,"['tsl', 'wmo', 'psitem', 'phydiat', 'fbddtdisi', 'calc', 'mrros', 'dcalc', 'expsi', 'co3', 'fracLut', 'co3satcalc', 'fgo2', 'limirrdiat', 'sfcWindmax', 'zostoga', 'hur', 'sivols', 'lai', 'ficeberg', 'ptp', 'pbo', 'tntrscs', 'prsn', 'cfc11global', 'bigthetao', 'hcont300', 'hfy', 'sios', 'ppmisc', 'rootd', 'snc', 'tran', 'cLeaf', 'talk', 'phydiatos', 'mrsofc', 'cSoilMedium', 'prhmax', 'hfds', 'tntc', 'treeFrac', 'uo', 'npp', 'sosga', 'fbddtdin', 'phycos', 'rlu', 'vtendnogw', 'tnpeo', 'sftlf', 'tntrlcs', 'cSoilFast', 'cLitterLut', 'vmo', 'o3', 'cProduct', 'dfe', 'osaltpmdiff', 'abs550aer', 'ch4global', 'ksat', 'phyc', 'cVegLut', 'clwvi', 'prw', 'tntmp', 'rlutcs', 'zooc', 'nbp', 'sndmasssnf', 'intppmisc', 'hurs', 'cVeg', 'pbsi', 'bigthetaoga', 'evs', 'gpp', 'no3', 'rsut', 'huss', 'phymisc', 'dissic', 'phalf', 'dissoc', 'dissocos', 'bsi', 'si', 'masso', 'basin', 'psl', 'rsdo', 'difvmto', 'rsd', 'slthick', 'dispkexyfo', 'sispeed', 'nh4os', 'rlus', 'rld', 'cLitter', 'diftrxylo', 'agessc', 'mrsol', 'cSoilSlow', 'pp', 'phyfe', 'wfo', 'vas', 'so', 'sivoln', 'tauuo', 'pr', 'nh4', 'tauvo', 'va', 'vo', 'expfe', 'clw', 'intdic', 'epsi100', 'ua', 'ppos', 'rh', 'airmass', 'residualFrac', 'mrro', 'baresoilFrac', 'tos', 'snw', 'cl', 'hfbasin', 'fric', 'o2', 'cLitterBelow', 'diftrblo', 'sivol', 'epc100', 'somint', 'phos', 'cfc12', 'chlmisc', 'hursmin', 'wap', 'difvtrto', 'rsu', 'od870aer', 'siareas', 'ps', 'o2min', 'fbddtdic', 'co2mass', 'osalttend', 'pfull', 'utendwtem', 'sftgrf', 'tasmax', 'epcalc100', 'chldiat', 'thkcello', 'ocontemptend', 'sithick', 'zg', 'zo2min', 'cfc12global', 'difvho', 'wo', 'phymiscos', 'od550aer', 'zg1000', 'evspsblveg', 'cfc11', 'grassFrac', 'cRoot', 'areacella', 'simass', 'hursmax', 'difvso', 'sandfrac', 'ppdiat', 'rsutcs', 'no3os', 'difvmo', 'pbfe', 'siu', 'osaltpadvect', 'tasmin', 'siextentn', 'albisccp', 'fbddtalk', 'zos', 'utendepfd', 'sftof', 'cli', 'clisccp', 'clt', 'volo', 'hus', 'rsntds', 'sfdsi', 'tntscp', 'n2oglobal', 'froc', 'epfe100', 'intppdiat', 'sitemptop', 'pcalc', 'cdnc', 'ta700', 'zfull', 'physi', 'cLitterAbove', 'tas', 'fgco2', 'ocontempdiff', 'graz', 'orog', 'chl', 'fbddtdip', 'rsus', 'rldscs', 'sisnthick', 'rsuscs', 'tnkebto', 'hfls', 'rlut', 'deptho', 'areacello', 'utendnogw', 'diftrelo', 'mrso', 'evspsbl', 'tntogw', 'po4', 'fsn', 'rsdt', 'prc', 'expc', 'od550lt1aer', 'sf6', 'remoc', 'cllcalipso', 'sisnmass', 'bfe', 'siarean', 'cProductLut', 'dfeos', 'masscello', 'cSoil', 'ocontemppmdiff', 'prra', 'po4os', 'ta850', 'detoc', 'rlds', 'ocontemprmadvect', 'sitimefrac', 'soga', 'dispkevfo', 'fsitherm', 'sfcWind', 'zmicro', 'evspsblsoi', 'dpco2', 'clivi', 'tosga', 'expcalc', 'spco2', 'fbddtdife', 'zoocos', 'obvfsq', 'utendvtem', 'dpo2', 'rsds', 'evspsblpot', 'uas', 'prveg', 'cSoilLut', 'ph', 'mlotst', 'sos', 'mrsos', 'rsdscs', 'umo', 'zmeso', 'pnitrate', 'thetao', 'osaltrmadvect', 'ocontemppadvect', 'hfss', 'rtmt', 'cropFrac', 'tauu', 'ta', 'msftbarot', 'osaltdiff', 'limirrmisc', 'tdps', 'siconc', 'fsfe', 'utendogw', 'tauv', 'hfgeou', 'thetaoga', 'intpp', 'siv', 'ts', 'mfo', 'clayfrac', 'ra']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
E3SM-1-0,"['pfull', 'tsl', 'mrros', 'cllcalipso', 'prc', 'thkcello', 'sisnmass', 'sithick', 'zg', 'rsut', 'msftmz', 'huss', 'phalf', 'masscello', 'wo', 'hur', 'od550aer', 'evspsblveg', 'lai', 'psl', 'rlds', 'pbo', 'sitimefrac', 'areacella', 'simass', 'soga', 'prsn', 'rsutcs', 'fsitherm', 'sfcWind', 'siu', 'evspsblsoi', 'rlus', 'albisccp', 'clivi', 'tosga', 'zos', 'tran', 'wfo', 'cli', 'clisccp', 'clt', 'rsds', 'volo', 'hus', 'so', 'prveg', 'sfdsi', 'tauuo', 'pr', 'hfds', 'mlotst', 'tauvo', 'va', 'vo', 'uo', 'sosga', 'sos', 'mrsos', 'rsdscs', 'sitemptop', 'clw', 'sftlf', 'ua', 'thetao', 'hfss', 'rtmt', 'tauu', 'ta', 'mrro', 'tos', 'o3', 'cl', 'tas', 'siconc', 'orog', 'rsus', 'tauv', 'rldscs', 'sisnthick', 'rsuscs', 'thetaoga', 'wap', 'hfls', 'rlut', 'areacello', 'clwvi', 'volcello', 'prw', 'siv', 'ts', 'ps', 'mrso', 'evspsbl', 'rlutcs', 'rsdt']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
CNRM-CM6-1,"['sndmasssnf', 'wmo', 'tsl', 'sftgrf', 'tasmax', 'hurs', 'cltc', 'mrros', 'bigthetaoga', 'areacellr', 'cllcalipso', 'rsutcsaf', 'rsdt', 'thkcello', 'sisnmass', 'sithick', 'gpp', 'zg', 'siarean', 'rsut', 'huss', 'masscello', 'sfcWindmax', 'zostoga', 'wo', 'hur', 'od550aer', 'ta850', 'sivols', 'masso', 'lai', 'evspsblveg', 'ficeberg', 'psl', 'basin', 'rlds', 'grassFrac', 'ptp', 'pbo', 'areacella', 'sitimefrac', 'simass', 'soga', 'prsn', 'hursmax', 'bigthetao', 'sandfrac', 'slthick', 'rsutcs', 'hcont300', 'hfy', 'wa', 'sfcWind', 'siu', 'tasmin', 'siextentn', 'evspsblsoi', 'sispeed', 'rlus', 'rld', 'clivi', 'mrsol', 'tosga', 'rootd', 'snc', 'zos', 'tran', 'ttop', 'obvfsq', 'wfo', 'vas', 'cli', 'clisccp', 'clt', 'rsds', 'volo', 'mrsofc', 'evspsblpot', 'hus', 'so', 'sivoln', 'siconca', 'rsntds', 'uas', 'sfdsi', 'prveg', 'tauuo', 'n2oglobal', 'pr', 'sisnconc', 'hfds', 'mlotst', 'tauvo', 'vo', 'va', 'uo', 'npp', 'sosga', 'sos', 'mrsos', 'rsdscs', 'sitemptop', 'toz', 'clw', 'umo', 'vtendnogw', 'ccb', 'sftlf', 'ua', 'thetao', 'hfss', 'rh', 'cdnc', 'airmass', 'rsutaf', 'tauu', 'ta', 'mrro', 'tos', 'ta700', 'vmo', 'snw', 'rlutcsaf', 'o3', 'sftgif', 'cl', 'hfbasin', 'tas', 'rlutaf', 'siconc', 'orog', 'sivol', 'abs550aer', 'ch4global', 'ksat', 'rsus', 'tauv', 'rldscs', 'sisnthick', 'hfgeou', 'rsuscs', 'thetaoga', 'hursmin', 'wap', 'hfls', 'rlut', 'deptho', 'areacello', 'siareas', 'clwvi', 'utendnogw', 'prw', 'cod', 'wilt', 'siv', 'fldcapacity', 'ts', 'ps', 'mrso', 'evspsbl', 'siltfrac', 'mfo', 'co2mass', 'rlutcs', 'hfx', 'rsdsdiff', 'clayfrac', 'ra', 'prc']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
GFDL-ESM4,"['nppLut', 'tsl', 'psitem', 'ponos', 'limnpico', 'phydiat', 'dryso2', 'emidust', 'calc', 'phydiazos', 'mrros', 'limndiat', 'cheaqpso4', 'rsutcsaf', 'expsi', 'bsios', 'co3', 'raLut', 'drynh3', 'fracLut', 'co3satcalc', 'rsusLut', 'fgo2', 'limirrdiat', 'intpoc', 'jno2', 'sfcWindmax', 'loadso4', 'zostoga', 'pop', 'limirrpico', 'dryso4', 'chepsoa', 'hur', 'lai', 'rhLut', 'eminh3', 'snd', 'fGrazing', 'ptp', 'rsucs', 'tntrscs', 'prsn', 'cfc11global', 'lwp', 'tntrl', 'chldiaz', 'vegHeight', 'sios', 'intpbp', 'wetss', 'ppmisc', 'od440aer', 'snc', 'talkos', 'bldep', 'tran', 'talk', 'wetnoy', 'phydiatos', 'mrsofc', 'wetso4', 'hfds', 'pastureFrac', 'tntc', 'treeFrac', 'npp', 'eminox', 'netAtmosLandCO2Flux', 'phycos', 'baccos', 'sconcso4', 'vtendnogw', 'mmrss', 'sftlf', 'wetso2', 'wetdust', 'dissicos', 'tntrlcs', 'mmrnh4', 'nep', 'c3h6', 'o3', 'sftgif', 'cProduct', 'chegpso4', 'dfe', 'drynh4', 'abs550aer', 'mrlso', 'ch4global', 'phyc', 'mrsfl', 'pan', 'sfno2', 'cVegLut', 'clwvi', 'emioa', 'prw', 'epfy', 'no', 'cct', 'tntmp', 'emibc', 'rlutcs', 'lossch4', 'zooc', 'nbp', 'oh', 'co3satarag', 'intppmisc', 'hurs', 'cVeg', 'ch3coch3', 'pbsi', 'gpp', 'no3', 'snm', 'ci', 'rsut', 'huss', 'phymisc', 'dissic', 'dissoc', 'dissocos', 'ch4', 'aoanh', 'bsi', 'si', 'ppdiaz', 'masso', 'psl', 'rsdo', 'co3sataragos', 'hfdsn', 'od550ss', 'calcos', 'hussLut', 'rsd', 'wetbc', 'fLuc', 'phyfeos', 'msftyrho', 'sispeed', 'limirrdiaz', 'rlus', 'nh4os', 'cLitter', 'mrsol', 'co', 'cldnvi', 'laiLut', 'pp', 'phyfe', 'wfo', 'vas', 'so', 'dryss', 'tslsiLut', 'hcfc22global', 'pr', 'co3os', 'intpbsi', 'zg500', 'nh4', 'va', 'expfe', 'clw', 'intdic', 'epsi100', 'phypos', 'ua', 'limfemisc', 'mmrso4', 'physios', 'rh', 'airmass', 'mrro', 'tos', 'phyn', 'snw', 'cl', 'sconcss', 'mmrbc', 'zmesoos', 'o2', 'sivol', 'lossn2o', 'epc100', 'epp100', 'meanage', 'rlusLut', 'phos', 'cfc12', 'chlmisc', 'gppLut', 'wap', 'rsu', 'od870aer', 'wetnh3', 'rv850', 'ps', 'co2mass', 'rsdsdiff', 'mmrsoa', 'vegFrac', 'utendwtem', 'tasmax', 'chlpicoos', 'drybc', 'cltc', 'epcalc100', 'chldiat', 'thkcello', 'sithick', 'zg', 'cfc12global', 'eparag100', 'phymiscos', 'dms', 'arag', 'od550aer', 'zg1000', 'evspsblveg', 'tntrs', 'chlmiscos', 'cfc11', 'pon', 'od550so4', 'grassFrac', 'rls', 'concdust', 'areacella', 'tntnogw', 'simass', 'intpcalcite', 'co3satcalcos', 'co23D', 'ppdiat', 'chldiatos', 'expp', 'rsutcs', 'no3os', 'intdoc', 'wa', 'od550oa', 'pbfe', 'phyp', 'siu', 'mmrpm10', 'intpn2', 'tasmin', 'phypico', 'cfc113global', 'msftyz', 'wtem', 'mrroLut', 'loaddust', 'intpppico', 'zos', 'utendepfd', 'o3prod', 'bfeos', 'phynos', 'no2', 'cli', 'clt', 'emico', 'fHarvest', 'hus', 'hflsLut', 'volo', 'rsntds', 'loadss', 'mrsoLut', 'tntscp', 'n2oglobal', 'sisnconc', 'n2o', 'tropoz', 'o3loss', 'emiss', 'chlpico', 'limfediat', 'fAnthDisturb', 'sfpm25', 'lossco', 'epfe100', 'vtem', 'od550soa', 'intppdiat', 'sitemptop', 'pcalc', 'emiso2', 'chepasoa', 'nh50', 'fProductDecomp', 'drynoy', 'cdnc', 'rsutaf', 'ztp', 'cLand', 'fediss', 'limnmisc', 'physi', 'tas', 'fgco2', 'emilnox', 'graz', 'orog', 'intppdiaz', 'chl', 'rsus', 'bacc', 'rldscs', 'sisnthick', 'o3ste', 'rsuscs', 'dryoa', 'intparag', 'intpbfe', 'c2h6', 'o2os', 'hfls', 'mmrpm2p5', 'limfediaz', 'rlut', 'areacello', 'mc', 'utendnogw', 'volcello', 'fFireNat', 'wetoa', 'zmicroos', 'so2', 'hus850', 'expn', 'mrso', 'evspsbl', 'tntogw', 'pppico', 'drydust', 'po4', 'co2s', 'prc', 'dryo3', 'hno3', 'rsdt', 'photo1d', 'expc', 'od550lt1aer', 'mrsosLut', 'rsdscsdiff', 'sf6', 'od550dust', 'vtendogw', 'tatp', 'emiisop', 'sisnmass', 'bfe', 'ta500', 'od550bc', 'dfeos', 'fFire', 'intppnitrate', 'rss', 'mrfso', 'cSoil', 'reffclwtop', 'aragos', 'tasLut', 'po4os', 'emidms', 'detoc', 'isop', 'co2', 'rlds', 'od550no3', 'hcl', 'sitimefrac', 'ec550aer', 'sci', 'phydiaz', 'sfcWind', 'c3h8', 'zmicro', 'exparag', 'evspsblsoi', 'dpco2', 'clivi', 'epfz', 'expcalc', 'spco2', 'parag', 'tntpbl', 'zoocos', 'detocos', 'o2sat', 'utendvtem', 'dpo2', 'intpbn', 'rsds', 'uas', 'prveg', 'tslsi', 'phypicoos', 'cSoilLut', 'ph', 'mlotst', 'limfepico', 'mmrno3', 'rsdcs', 'sos', 'mrsos', 'rsdscs', 'toz', 'zmeso', 'pnitrate', 'hfssLut', 'thetao', 'hfss', 'mmrdust', 'rtmt', 'o2satos', 'mrsll', 'cropFrac', 'tauu', 'ta', 'emibvoc', 'limirrmisc', 'fescav', 'rlutcsaf', 'wetnh4', 'sfo3', 'hcho', 'rlutaf', 'siconc', 'utendogw', 'tauv', 'chldiazos', 'thetaoga', 'chlos', 'intpp', 'mmrpm1', 'mmroa', 'epn100', 'siv', 'ts', 'sconcdust', 'mfo', 'tnhusscp', 'tnhuspbl', 'ra']",aws_cmip6,"sources:
  aws_cmip6:
    args:
      obj: https://cmip6-pds.s3.amazonaws.com/pangeo-cmip6.json
    description: ''
    driver: intake_esm.core.esm_datastore
    metadata: {}
"
